date,meridiem,roadway name,volume,precip type,temperature,humidity,wind speed
2012-01-08,AM,3 AVE,105.64583333333333,rain,1.4958333333333333,0.9125000000000001,9.975291666666665
2012-01-08,PM,3 AVE,204.74999999999997,rain,2.766203703703704,0.93,7.997674999999998
2012-01-08,AM,FULTON AVENUE,176.25,rain,1.4958333333333333,0.9125000000000001,9.975291666666665
2012-01-08,PM,FULTON AVENUE,244.45833333333331,rain,2.766203703703704,0.93,7.997674999999998
2012-01-08,AM,VAN BRUNT ST,45.166666666666664,rain,1.4958333333333333,0.9125000000000001,9.975291666666665
2012-01-08,PM,VAN BRUNT ST,86.25,rain,2.766203703703704,0.93,7.997674999999998
2012-01-08,AM,VANDERBILT AVE,119.41666666666666,rain,1.4958333333333333,0.9125000000000001,9.975291666666665
2012-01-08,PM,VANDERBILT AVE,215.95833333333331,rain,2.766203703703704,0.93,7.997674999999998
2012-01-08,AM,WASHINGTON AVE,65.83333333333333,rain,1.4958333333333333,0.9125000000000001,9.975291666666665
2012-01-08,PM,WASHINGTON AVE,106.625,rain,2.766203703703704,0.93,7.997674999999998
2012-01-09,AM,4 AVE,196.54166666666669,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,4 AVE,254.56250000000003,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,AMBOY ROAD,195.16666666666669,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,AMBOY ROAD,374.25,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,ANNADALE ROAD,54.583333333333336,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,ANNADALE ROAD,98.04166666666666,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,ARDEN AVENUE,153.16666666666666,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,ARDEN AVENUE,294.9583333333333,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,ARTHUR KILL ROAD,204.95833333333334,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,ARTHUR KILL ROAD,313.25,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,Amboy Rd,261.9166666666667,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,Amboy Rd,457.83333333333337,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,BAY ST,227.20833333333334,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,BAY ST,359.16666666666663,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,BEACH STREET,55.79166666666667,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,BEACH STREET,102.75,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,CASTLETON AVENUE,154,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,CASTLETON AVENUE,269.8333333333333,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,CLOVE RD,173.04166666666669,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,CLOVE RD,277.2916666666667,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,DRUMGOOLE ROAD EAST,82.25,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,DRUMGOOLE ROAD EAST,108.58333333333333,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,DRUMGOOLE ROAD WEST,50.916666666666664,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,DRUMGOOLE ROAD WEST,103.41666666666667,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,Delafield Ave,57.416666666666664,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,Delafield Ave,89.625,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,FRANKLIN AV,246.16666666666666,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,FRANKLIN AV,437.1666666666667,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,FRANKLIN AVE,262.5833333333333,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,FRANKLIN AVE,502.3333333333333,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,FULTON AVENUE,168.08333333333331,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,FULTON AVENUE,254.125,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,Forest Ave,259.2083333333333,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,Forest Ave,490.85416666666663,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,GRAHAM AVENUE,115.04166666666666,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,GRAHAM AVENUE,166.66666666666666,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,GREENE AVENUE,51.25,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,GREENE AVENUE,86.33333333333333,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,GREENPOINT AVENUE,128.125,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,GREENPOINT AVENUE,175.125,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,HUMBOLDT STREET,117.5,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,HUMBOLDT STREET,221.08333333333334,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,HYLAN BLVD,305.4583333333333,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,HYLAN BLVD,557.375,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,KENT AVENUE,157.16666666666666,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,KENT AVENUE,275.3333333333333,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,KINGSLAND AVENUE,173.5,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,KINGSLAND AVENUE,190.16666666666666,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,LEWIS AVE,244.5,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,LEWIS AVE,389.5,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,LITTLE CLOVE ROAD,98.91666666666666,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,LITTLE CLOVE ROAD,174.83333333333331,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,MALCOLM X BLVD,161.08333333333334,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,MALCOLM X BLVD,258.125,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,MANOR RD,171.8125,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,MANOR RD,322.2083333333333,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,MARCUS GARVEY BLVD,249.33333333333334,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,MARCUS GARVEY BLVD,465.9166666666667,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,MARCY AVENUE,235.66666666666666,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,MARCY AVENUE,352,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,MORGAN AVE,223.875,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,MORGAN AVE,295.125,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,NARROWS ROAD SOUTH,54,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,NARROWS ROAD SOUTH,91.91666666666667,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,OCEAN TERRACE,110.375,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,OCEAN TERRACE,182.33333333333331,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,PARK AVENUE,112.625,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,PARK AVENUE,181.33333333333331,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,POST AVENUE,116.16666666666666,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,POST AVENUE,232.75,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,QUINCY ST,38.083333333333336,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,QUINCY ST,70.20833333333334,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,RALPH AVE,128.875,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,RALPH AVE,212.875,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,RICHMOND AVENUE,331.33333333333337,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,RICHMOND AVENUE,642.0833333333334,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,RICHMOND ROAD,231.70833333333331,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,RICHMOND ROAD,392.9166666666667,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,ROCKAWAY AVE,137.625,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,ROCKAWAY AVE,218.91666666666669,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,Richmond Ter,221.9375,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,Richmond Ter,333.6666666666667,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,SMITH ST,216.41666666666666,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,SMITH ST,295,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,STUYVESANT AVENUE,132.08333333333334,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,STUYVESANT AVENUE,283.5833333333333,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,TARGEE ST,485.25,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,TARGEE ST,625.1666666666666,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,THROOP AVENUE,146.29166666666666,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,THROOP AVENUE,208.33333333333334,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,TODT HILL RD,256.375,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,TODT HILL RD,472.5416666666667,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,TOMPKINS AVE,230.16666666666666,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,TOMPKINS AVE,363.9166666666667,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,UNION AVENUE,143.79166666666669,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,UNION AVENUE,235,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,UNION ST,140.16666666666666,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,UNION ST,250.91666666666666,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,VAN BRUNT ST,133.83333333333334,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,VAN BRUNT ST,160.33333333333334,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,VAN DUZER STREET,259.375,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,VAN DUZER STREET,425.875,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,VANDERBILT AVE,186.125,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
